Product Name,Product URL,Product Price,Product Rating,Product Rating Count,ASIN,Manufacturer,Description
URBAN TRIBE Airborne 30L Convertible Laptop Backpack for Men and Women | Laptop Bag 15.6 inch | Suitcase/Briefcase Style Backpack,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo3NDAxMDgzNDY2MjY2NTU6MTY5NzY0MTA1NzpzcF9idGY6MzAwMDcxOTEyNzA0MTMyOjowOjo&url=%2FUrban-Tribe-Laptop-Backpack-Airborne%2Fdp%2FB01LZ6G3KZ%2Fref%3Dsr_1_32_sspa%3Fkeywords%3DBags%26qid%3D1697641057%26sr%3D8-32-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1,"1,287",4.1 out of 5 stars,198,Backpack International Pvt Ltd,17 September 2016,"It's super-sized to take care of all your travel clothing, shoes, accessories and each separated by our smart interiors. What’s more, UT Airborne has a separate 360 degree protected laptop compartment. This makes sorting and retrieving stuff from your backpack a breeze, especially when you are racing against time at an airport! We've also thrown in a few extra pockets and surprises along the way."
"Urban Tribe Atlas 24L Laptop Backpack for men and women | Fits upto 15.6 inch Laptop | 3 compartments | Office, Business, Casual Use",https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo3NDAxMDgzNDY2MjY2NTU6MTY5NzY0MTA1NzpzcF9idGY6MzAwMDcxODk1NjI1NjMyOjowOjo&url=%2FLaptop-Backpack-compartments-Office-Business%2Fdp%2FB09MVT5KL3%2Fref%3Dsr_1_33_sspa%3Fkeywords%3DBags%26qid%3D1697641057%26sr%3D8-33-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1,"1,639",4.0 out of 5 stars,129,B09MVT5KL3,Backpack International Pvt Ltd,Not found
"WALKENT Stylish 15.6"" Large Laptop Bag | Premium Leather | Flap & Zipper Closure | Waterproof | USB | Side Pockets |for Men, Women, Office, College - Ritzy (28 LTR, 1 Main Compartment)",https://aax-eu.amazon.in/x/c/RAZpxC4KUI8-NYphjK3bi6wAAAGLQ0rREgMAAAH2AQBvbm9fdHhuX2JpZDEgICBvbm9fdHhuX2ltcDEgICACNgBw/https://www.amazon.in/WALKENT-Stylish-Premium-Leather-Waterproof/dp/B09Q172X7J/ref=sxbs_sbv_search_btf?content-id=amzn1.sym.b8850c25-1899-4ec1-b48d-2d7f1e0c24d3%3Aamzn1.sym.b8850c25-1899-4ec1-b48d-2d7f1e0c24d3&cv_ct_cx=Bags&keywords=Bags&pd_rd_i=B09Q172X7J&pd_rd_r=7cf52bcc-9efe-404f-9e5c-0d256bbe6bb6&pd_rd_w=Impps&pd_rd_wg=npWQ4&pf_rd_p=b8850c25-1899-4ec1-b48d-2d7f1e0c24d3&pf_rd_r=B69S0DRJ8E867RC41718&qid=1697641057&sbo=RZvfv%2F%2FHxDF%2BO5021pAnSA%3D%3D&sr=1-17-ad43fbe4-6f9c-4603-ab45-acb189caa93f,"2,751",4.3 out of 5 stars,175,Not found,Not found,Not found
"uppercase 26 Ltrs Ryder Professional Laptop Backpack (15.6 Inch) 3x more water resistant sustainable bags with rain proof zippers for Men, Women, Boys and Girls, 750 Days warranty",https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo2MTMyNTc5NTU5ODk3NjU1OjE2OTc2NDEwNjQ6c3BfYXRmX25leHQ6MjAxMjc2ODM4NzIzOTg6OjA6Og&url=%2FUPPERCASE-Professional-Backpack-resistant-sustainable%2Fdp%2FB0BXFDK5J2%2Fref%3Dsr_1_33_sspa%3Fkeywords%3DBags%26qid%3D1697641064%26sr%3D8-33-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1,"2,400",4.3 out of 5 stars,97,B0BXFDK5J2,Acefour Accessories Pvt. Ltd.,Not found
URBAN TRIBE Fitpack Neo Multipurpose Laptop Backpack for Men & Women | Laptop Bag 15.6 inch | Gym backpack with Shoe Compartment,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo2MTMyNTc5NTU5ODk3NjU1OjE2OTc2NDEwNjQ6c3BfYXRmX25leHQ6MzAwMDc0OTY0Mzk1MzMyOjowOjo&url=%2FUrban-Tribe-Backpack-Separate-Compartment%2Fdp%2FB07SKBCWJJ%2Fref%3Dsr_1_34_sspa%3Fkeywords%3DBags%26qid%3D1697641064%26sr%3D8-34-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1,"1,829",3.8 out of 5 stars,660,BACKPACK INTERNATIONAL PVT LTD,29 May 2019,"A smaller yet hyperfunctional backpack in the Fitpack series. This stylish backpack for college students is compact and super light with amazing features. It has three compartments to keep all your daily essentials. One laptop compartment that can accommodate a 15.6 inch laptop as well as a tab. A front compartment with an organizer so good it can hold all your stationery and electronic gadgets and accessories. Moreover, there is a keyholder so you can access your keys when you need them without having to fish for them. In addition to that, the front pocket can hold some books as well as a diary. You can fit a few other miscellaneous items you may need during the day. Another helpful compartment is the separate shoe compartment. You can use this to keep an extra pair of shoes or sandals if you may need them. The back padding and shoulder straps are well ventilated and soft. The bag is designed with reflective branding to keep you safe in the dark. It warns others of your presence and avoids accidents. Fitpack Neo is not only a stylish backpack for college students but also a great travel backpack. Just throw in your clothes and travel essentials and hit the road."
American Tourister Valex 28 Ltrs Large Laptop Backpack with Bottle Pocket and Front Organizer- Black,https://www.amazon.in/American-Tourister-BACKPACK-COMPARTMENT-ORGANIZER/dp/B0BTD4S4XF/ref=sr_1_35?keywords=Bags&qid=1697641064&sr=8-35,"1,399",4.3 out of 5 stars,"1,345",B0BTD4S4XF,EXPERTS,"A backpack isn’t just a bag. It’s a cache, a case, a mobile base of sorts. And it is a reflection of the care you’ve put into selecting the ideal loadout of items to keep on you. Introducing Valex, a modern everyday backpacks collections are available in a variety of nice looking colours to express your true self"
Gear Aspire 30L Medium Water Restant Office Laptop Bag/Backpack for Men/Women (Black),https://www.amazon.in/Gear-Black-Laptop-Backpack-LBPASPIRE0104/dp/B075MK4TXP/ref=sr_1_36?keywords=Bags&qid=1697641064&sr=8-36,995,4.3 out of 5 stars,"6,587",B075MK4TXP,Gear Merchandise PVT LTD,Two main compartments. Two additional front pocket and two bottle pocket. Padded cushion back panel and easily adjustable padded shoulder straps with anti sweat fabric underneath. Grab handle and padded laptop sleeve with elastic tape.
"Mi Step Out 12 L Mini Backpack (Small Size, Black, Water Repellant)",https://www.amazon.in/Backpack-Small-Black-Water-Repellant/dp/B088XB5XY8/ref=sr_1_37?keywords=Bags&qid=1697641064&sr=8-37,229,4.1 out of 5 stars,"10,281",Not found,Not found,Not found
Skybags Cardiff Polyester 55 Cms Travel Duffle Bag (Blue),https://www.amazon.in/Skybags-Cardiff-Polyester-Travel-DFCAR55BLU/dp/B073JYDK7P/ref=sr_1_33?keywords=Bags&qid=1697641064&sr=8-33,"1,099",4.2 out of 5 stars,"9,963",VIP Industries Ltd,30 June 2017,Skybags Cardiff Polyester 55 cms Blue Travel Duffle (DFCAR55BLU)
Impulse Diggy 35L Laptop Backpack/Office Bag/School Bag/College Bag/Business Bag/Travel Backpack Water Resistant Fits Up to 16 Inch Laptop with 1 Year Warranty,https://www.amazon.in/Impulse-Diggy-Backpack-Business-Resistant/dp/B0CJHV6RTS/ref=sr_1_34?keywords=Bags&qid=1697641064&sr=8-34,399,4.0 out of 5 stars,22,Diggy black,B0CJHV6RTS,"Impulse Backpack are made to give you comfort and durability, It is light in weight one backpack for all your needs"
Newtone Premium OXO -Biodegradable Garbage Bags Size 17 X 19 Inches (Small) 180 Bags (6 Rolls) Dustbin Bag/Trash Bag - Green Color,https://www.amazon.in/Newtone-Premium-OXO-Biodegradable-Garbage/dp/B08M5S2NQM/ref=sr_1_35?keywords=Bags&qid=1697641064&sr=8-35,182,4.2 out of 5 stars,"1,678",Not found,Not found,"Newtone Premium OXO - Biodegradable Garbage Bags (Small) Size 43 cm x 51 cm 6 Rolls (180 Bags). Each Roll has 30 Bags. Each bag has a unique detachable tie-tape to tie the bags after use and for easy disposal. They are tough, thanks to a special type of star seal at the bottom. It comes with a perforation technology for quickly separating the bags from the roll."
ADISA 31 Ltrs Casual Backpack School College Bag Pack,https://www.amazon.in/ADISA-Casual-Backpack-College-BP046-NAV_Navy/dp/B0BX3QFVSM/ref=sr_1_36?keywords=Bags&qid=1697641064&sr=8-36,349,3.9 out of 5 stars,353,B0BX3QFVSM,ADISA,"Light weight and spacious casual backpack with 2 compartments and 1 front easy-access pocket. The front and back of the backpack are fully padded for cushioning. It has organiser for pens, visiting cards, etc along with space for carrying papers, files, books, etc. It is spacious enough to keep all your stuff. It has provision for holding bottles/unmrella on both sides and has adjustable padded shoulder straps for your comfort. The logo of the bag is Reflective so it will glow when light hits it which is a very important safety feature, specially when on road."
American Tourister Valex 28 Ltrs Large Laptop Backpack with Bottle Pocket and Front Organizer- Blue,https://www.amazon.in/American-Tourister-BACKPACK-COMPARTMENT-ORGANIZER/dp/B0BTD4FK9G/ref=sr_1_37?keywords=Bags&qid=1697641064&sr=8-37,"1,299",4.2 out of 5 stars,926,B0BTD4FK9G,EXPERTS,"A backpack isn’t just a bag. It’s a cache, a case, a mobile base of sorts. And it is a reflection of the care you’ve put into selecting the ideal loadout of items to keep on you. Introducing Valex, a modern everyday backpacks collections are available in a variety of nice looking colours to express your true self"
URBAN TRIBE Fitpack Pro Multipurpose Laptop Backpack for Men & Women | Laptop Bag 15.6 inch | Gym Backpack with Shoe Compartment,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo2MTMyNTc5NTU5ODk3NjU1OjE2OTc2NDEwNjQ6c3BfbXRmOjMwMDA3NDk3MDU0MjEzMjo6MDo6&url=%2FUrban-Tribe-Backpack-Separate-Compartment%2Fdp%2FB07KFGNWH8%2Fref%3Dsr_1_38_sspa%3Fkeywords%3DBags%26qid%3D1697641064%26sr%3D8-38-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1,"2,289",3.9 out of 5 stars,361,BACKPACK INTERNATIONAL PVT LTD,11 November 2018,Not found
"Funk For Hire Leatherette Printed 2 in 1 Backpack Shoulder Bag Handbag fit up to 15.6"" Laptop",https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo2MTMyNTc5NTU5ODk3NjU1OjE2OTc2NDEwNjQ6c3BfbXRmOjMwMDA3MjI2MTk0NjQzMjo6MDo6&url=%2FFunk-Hire-Leatherette-Backpack-Shoulder%2Fdp%2FB0C2L76N1Q%2Fref%3Dsr_1_39_sspa%3Fkeywords%3DBags%26qid%3D1697641064%26sr%3D8-39-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1,"2,348",4.3 out of 5 stars,203,B0C2L76N1Q,Funk For Hire,Not found
NORTH ZONE Casual Waterproof Laptop Backpack/Office Bag/School Bag/College Bag/Business Bag/Travel Backpack (Dimensions:13x18 inches) (Compatible with 39.62cm(15.6inch laptop) 30 L,https://www.amazon.in/NORTH-ZONE-Waterproof-Backpack-Dimensions/dp/B0BS6QM2GD/ref=sr_1_40?keywords=Bags&qid=1697641064&sr=8-40,542,4.0 out of 5 stars,779,B0BS6QM2GD,SHABA BAGS,"Care Instructions: Do not expose to extreme heat The Hype 1 Casual Backpack from Northzone Sport features an elegant look and feel. It is a perfect every day carry for speedy city commutes, college or school. Keeping it unique and stylish, this Northzone backpack features a versatile shaded design with the Northzone logo print on the face of the bag. Sturdy, spacious and elegant are the spirit of this backpack. Plenty of Space & Pockets: This college bags for girls and boys features two spacious compartments that can each fit book, iPad, A4 size files, lunch box, light clothes, school supplies & accessories. It also features a zip compartment with multiple organizer pockets for keys, pens, pencils, cell phone, power bank, etc. The twin mesh pockets on each side helps pack in a water bottle and a compact umbrella. Lightweight & Sturdy: This school bags for girls and boys features a multi ventilated 10mm robust mesh padding that provides maximum back support. The straps are breathable, padded and adjustable that helps to relieve the stress on your shoulder. The top of the backpack features a webbing loop top handle that helps in carrying the backpack with ease. External Dimension: Length – 33cm, Width – 21cm, Height – 49cm, Weight – 1,000 grams. Capacity – 34 litres. Laptop Compatibility – yes"
"ROZEN 47 Ltrs, 46 cms School Bag Class 5-12 Large 5 partition Laptop Collage Office Travel Backpack Unisex",https://www.amazon.in/ROZEN-partition-Collage-Backpack-SKYBLUE/dp/B0BRTFGG22/ref=sr_1_41?keywords=Bags&qid=1697641064&sr=8-41,697,4.1 out of 5 stars,344,B0BRTFGG22,ROZEN,"A Sporty Versatile School Laptop Collage Office Backpack From ROZEN Made Of Polyester. It Has a 3 opening Compartment & 2 For quick & easy access to essential While the mesh padding on the back panel will feel comfortable, even on a hot day. Stylish And Durable Backpack For Office School /College And Travel. Easily Accommodate A Laptop. Size: 46 Cm X 33 Cm X 25 Cm."
NORTH ZONE 30L Water Restant Office Laptop Bag/Backpack for Men/Women/(Black),https://www.amazon.in/NORTH-ZONE-Restant-Office-Backpack/dp/B0CJ38KTFS/ref=sr_1_42?keywords=Bags&qid=1697641064&sr=8-42,449,4.6 out of 5 stars,3,B0CJ38KTFS,SHABA BAGS,"NORTH ZONE Casual Laptop Backpack Practical trend backpack, both very convenient to incorporate digital equipment, but also to give you large capacity main pockets to put some clothes, some books, bottle or something else. Multipurpose: suitable for business, school, hiking, travelling, camping, sports, school. To meet all your travel needs. Durable: made with superior quality Nylon fabric material and ensured for maximum durability and making the texture become ultra-durable and better ventilation not easy to deformation. This bag will last for many years. Comfortable: breathable mesh and wide shoulder straps with plentiful sponge padding help relieve the stress from your shoulder. You can to adjust the length of the shoulder straps if you need. Well-made and designed: it's attractive and functional looking. The whole backpack were designed and built very well and there are two compartments and reduced burden system designed."
DEIN KLEIDER Men's Nylon Messenger Bag,https://www.amazon.in/Kleider-Travel-Business-Messenger-Shoulder/dp/B084ZHP97M/ref=sr_1_43?keywords=Bags&qid=1697641064&sr=8-43,346,4.0 out of 5 stars,"5,544",DK01CSP-HYP,B084ZHP97M,"Spacious and convenient, ideal for use as Messenger Bag.perfect product from DEIN KLEIDER for storing in your Objects to take with you for extra storage."
"Safari Snap 35 Ltrs Large Laptop Backpack With 3 Compartments, Water Resistant Fabric - Black (SNAP19CBBLK)",https://www.amazon.in/Safari-Laptop-Backpack-Compartments-Resistant/dp/B09B27CYC4/ref=sr_1_44?keywords=Bags&qid=1697641064&sr=8-44,999,3.8 out of 5 stars,355,B09B27CYC4,Safari Industries,"Safari Snap is a 35 Litres, 3 compartment laptop backpack perfect for daily usage. It has a dedicated tech safe laptop sleeve that can hold upto 17 inch laptop or any smaller ones easily. The laptop sleeve is also fully padded from the bottom protecting your device from any shock or damage. This backpack is especially designed for todays fast paced world, where everything should be compact and lightweight. This backpack is perfect for everyday usage such as office, college, school, tuitions, or short holiday trips. The front pocket is designed to keep your essentials organized and side mesh pockets are perfect for storing your water bottle and umberella. Made of high grade water resistant polyester fabric, this backpack will last you several trips."
"Lenovo 16-inch Value Lite Backpack, Comfortable, Padded Back Panel, Slim and Sleek, Dedicated Laptop Compartment, Padded Shoulder Straps for Optimal Comfort and Ergonomic Support (4X41C94115)",https://www.amazon.in/Lenovo-Comfortable-Dedicated-Compartment-4X41C94115/dp/B09QCYXZ1H/ref=sr_1_45?keywords=Bags&qid=1697641064&sr=8-45,649,4.6 out of 5 stars,24,Not found,Not found,"The Lenovo Value Lite 16-inch Backpack (India) offers a contemporary yet professional design and all the features you need at a value price. Composed of classic black PU leather material and quality metal hardware, this backpack's beautiful design aesthetic is not all it delivers. Along with the pure benefit of a hands-free bag, you will also enjoy the convenience of the most fundamental features such as ergonomic shoulder straps, front accessories zip pocket and larger main compartment with padded slot for laptops up to 16""."
Newtone Premium OXO - Biodegradable Garbage Bags (Small) Size 43 cm x 51 cm (120 Bags) (Black Color) (Dustbin Bag/Trash Bag) (Black Color),https://www.amazon.in/Newtone-Premium-OXO-Biodegradable-Garbage/dp/B08M66SG5Y/ref=sr_1_46?keywords=Bags&qid=1697641064&sr=8-46,144,4.3 out of 5 stars,212,Not found,Not found,"Newtone Premium OXO - Biodegradable Garbage Bags (Small) Size 43 cm x 51 cm 4 Rolls (120 Bags). Each Roll has 30 Bag. Each Roll has 30 Bags. Each bag has a unique detachable tie-tape to tie the bags after use and for easy disposal. They are tough, thanks to a special type of star seal at the bottom. It comes with a perforation technology for quickly separating the bags from the roll."
ANTIL'S® Hot Water Rubber Bottle bag for Pain Relief Therapy (Pack of 1) Multicolor,https://www.amazon.in/ANTILS%C2%AE-Water-Rubber-Relief-Therapy/dp/B08PFTYB2N/ref=sr_1_47?keywords=Bags&qid=1697641064&sr=8-47,198,4.0 out of 5 stars,"4,524",B08PFTYB2N,ANTIL'S,Not found
Amazon Basics Laptop Bag for 15.6 Inch Laptops | College/Travel Backpack with USB Charging Port and Anti-Theft Pocket | 23 L,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo2MTMyNTc5NTU5ODk3NjU1OjE2OTc2NDEwNjQ6c3BfYnRmOjMwMDA2Nzg4NzQxNjIzMjo6MDo6&url=%2FLaptops-College-Backpack-Charging-Anti-Theft%2Fdp%2FB0C6639P8P%2Fref%3Dsr_1_48_sspa%3Fkeywords%3DBags%26qid%3D1697641064%26sr%3D8-48-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1,"1,009",4.4 out of 5 stars,138,Not found,Not found,"Introducing the Amazon Basics Laptop Bag. It comes equipped with 2 main compartments and a laptop sleeve that accomodates up to a 15.6 inch laptop. The additional front zipper pockets, side pockets give you more storage space while the hidden back pocket allows you to keep your valuable belongings safe. The ergonomic back design and padded shoulder straps add comfort to your commute. The bag also sports a pull-rod box that allows you to stow the bag onto your luggage handle for ease."
